nl,nl type,chart,table name,database,label,column,filter,aggregate,mark,encoding,sort
List all directors along with the number of films directed by each director with a pie chart.,original,Pie,film,cinema,mark arc data film encoding x directed_by y aggregate count directed_by transform group x,Directed_by,none,count Directed_by,arc,"x=Directed_by,y=count Directed_by,color=none,size=none",none
List all directors along with the number of films directed by each director. Visualize by a pie chart.,original,Pie,film,cinema,mark arc data film encoding x directed_by y aggregate count directed_by transform group x,Directed_by,none,count Directed_by,arc,"x=Directed_by,y=count Directed_by,color=none,size=none",none
Give me a pie to show the total number from different directions.,original,Pie,film,cinema,mark arc data film encoding x directed_by y aggregate count directed_by transform group x,Directed_by,none,count Directed_by,arc,"x=Directed_by,y=count Directed_by,color=none,size=none",none
"For each competition, count the number of matches, and rank in desc by the X-axis.",original,Bar,MATCH,city_record,mark bar data match encoding x competition y aggregate count competition transform group x sort x desc,Competition,none,count Competition,bar,"x=Competition,y=count Competition,color=none,size=none",x desc
"Find the number of matches in different competitions visualize by bar chart, and show in descending by the bars.",original,Bar,MATCH,city_record,mark bar data match encoding x competition y aggregate count competition transform group x sort x desc,Competition,none,count Competition,bar,"x=Competition,y=count Competition,color=none,size=none",x desc
"Bar chart x axis competition y axis the total number, could you display by the bar in descending?",original,Bar,MATCH,city_record,mark bar data match encoding x competition y aggregate count competition transform group x sort x desc,Competition,none,count Competition,bar,"x=Competition,y=count Competition,color=none,size=none",x desc
Find the number of matches in different competitions. Plot them as a pie chart.,original,Pie,MATCH,city_record,mark arc data match encoding x competition y aggregate count competition transform group x,Competition,none,count Competition,arc,"x=Competition,y=count Competition,color=none,size=none",none
"For each competition, count the number of matches. Visualize by a pie chart.",original,Pie,MATCH,city_record,mark arc data match encoding x competition y aggregate count competition transform group x,Competition,none,count Competition,arc,"x=Competition,y=count Competition,color=none,size=none",none
Create a pie chart showing the total number across the competition.,original,Pie,MATCH,city_record,mark arc data match encoding x competition y aggregate count competition transform group x,Competition,none,count Competition,arc,"x=Competition,y=count Competition,color=none,size=none",none
Draw a pie chart for how many climbers are from each country.,original,Pie,climber,climbing,mark arc data climber encoding x country y aggregate count country transform group x,Country,none,count Country,arc,"x=Country,y=count Country,color=none,size=none",none
Display a pie chart for how many climbers are from each country.,original,Pie,climber,climbing,mark arc data climber encoding x country y aggregate count country transform group x,Country,none,count Country,arc,"x=Country,y=count Country,color=none,size=none",none
How many climbers are from each country? Visualize by a pie chart.,original,Pie,climber,climbing,mark arc data climber encoding x country y aggregate count country transform group x,Country,none,count Country,arc,"x=Country,y=count Country,color=none,size=none",none
Give me a pie to show the total number from different countries.,original,Pie,climber,climbing,mark arc data climber encoding x country y aggregate count country transform group x,Country,none,count Country,arc,"x=Country,y=count Country,color=none,size=none",none
Display a bar chart for how many climbers are from each country.,original,Bar,climber,climbing,mark bar data climber encoding x country y aggregate count country transform group x,Country,none,count Country,bar,"x=Country,y=count Country,color=none,size=none",none
Give me a histogram of how many climbers are from each country.,original,Bar,climber,climbing,mark bar data climber encoding x country y aggregate count country transform group x,Country,none,count Country,bar,"x=Country,y=count Country,color=none,size=none",none
How many climbers are from each country?,original,Bar,climber,climbing,mark bar data climber encoding x country y aggregate count country transform group x,Country,none,count Country,bar,"x=Country,y=count Country,color=none,size=none",none
Bar chart of the total number from each country.,original,Bar,climber,climbing,mark bar data climber encoding x country y aggregate count country transform group x,Country,none,count Country,bar,"x=Country,y=count Country,color=none,size=none",none
"Bar chart of the total number from each country, I want to show by the x-axis in ascending.",original,Bar,climber,climbing,mark bar data climber encoding x country y aggregate count country transform group x sort x asc,Country,none,count Country,bar,"x=Country,y=count Country,color=none,size=none",x asc
"Display a bar chart for how many climbers are from each country, and could you display X in asc order?",original,Bar,climber,climbing,mark bar data climber encoding x country y aggregate count country transform group x sort x asc,Country,none,count Country,bar,"x=Country,y=count Country,color=none,size=none",x asc
How many climbers are from each country? Rank the X-axis from low to high order.,original,Bar,climber,climbing,mark bar data climber encoding x country y aggregate count country transform group x sort x asc,Country,none,count Country,bar,"x=Country,y=count Country,color=none,size=none",x asc
What are the countries of mountains with heights bigger than 5000? Count them by a bar chart.,original,Bar,mountain,climbing,mark bar data mountain encoding x country y aggregate count country transform filter height > 5000 group x,"Country,Height",Height > 5000,count Country,bar,"x=Country,y=count Country,color=none,size=none",none
What are the number of mountains with heights bigger than 5000 in each country?,original,Bar,mountain,climbing,mark bar data mountain encoding x country y aggregate count country transform filter height > 5000 group x,"Country,Height",Height > 5000,count Country,bar,"x=Country,y=count Country,color=none,size=none",none
"A bar chart for returning the number of the countries of the mountains that have a height larger than 5000, could you show in ascending by the bars?",original,Bar,mountain,climbing,mark bar data mountain encoding x country y aggregate count country transform filter height > 5000 group x sort x asc,"Country,Height",Height > 5000,count Country,bar,"x=Country,y=count Country,color=none,size=none",x asc
"The bar graph to show the total number from different addresses is shown in desc by the Y-axis, please.",original,Bar,member,coffee_shop,mark bar data member encoding x address y aggregate count address transform group x sort y desc,Address,none,count Address,bar,"x=Address,y=count Address,color=none,size=none",y desc
"Find the number of members living in each address. Show the bar chart, and rank by the Y in desc.",original,Bar,member,coffee_shop,mark bar data member encoding x address y aggregate count address transform group x sort y desc,Address,none,count Address,bar,"x=Address,y=count Address,color=none,size=none",y desc
Find the number of members living in each address. Plot them as a pie chart.,original,Pie,member,coffee_shop,mark arc data member encoding x address y aggregate count address transform group x,Address,none,count Address,arc,"x=Address,y=count Address,color=none,size=none",none
I want to know the proportion of the number of members for each address.,original,Pie,member,coffee_shop,mark arc data member encoding x address y aggregate count address transform group x,Address,none,count Address,arc,"x=Address,y=count Address,color=none,size=none",none
List the number of departments for each building with a bar chart.,original,Bar,department,college_2,mark bar data department encoding x building y aggregate count building transform group x,building,none,count building,bar,"x=building,y=count building,color=none,size=none",none
